Gender,ExpierenceYears,ExpierenceYearsGermany,SeniorityLevel,Your main technology / programming language,Other technologies/programming languages you use often,Salary,Yearly bonus + stocks in EUR,SalaryYearAgo,Employment status,Сontract duration,Main language at work,CompanySize,LostJobDueToCorona
Male,"(12.0, 30.0]","(5.0, 30.0]",Head,Python,"Python, SQL, Perl, AWS, Google Cloud, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Principal,C++,"Python, Swift, Java / Scala","(71750.0, 80000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Senior,"Java, Kotlin","Kotlin, Java / Scala, AWS","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(2.0, 3.0]",Senior,Python,"Python, SQL, AWS","(28799.999, 62000.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Senior,R,"Python, R, SQL","(71750.0, 80000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Head,C++,"Python, Swift, Java / Scala","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Senior,Python,"Python, SQL, AWS, Kubernetes, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Lead,PHP,"SQL, Google Cloud, Kubernetes, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,51-100,No
Male,"(9.0, 12.0]","(2.0, 3.0]",Lead,javascript,"Javascript / Typescript, AWS, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(2.0, 3.0]",Middle,JavaScript ,"Javascript / Typescript, Java / Scala","(62000.0, 71750.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,51-100,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,PHP,"Javascript / Typescript, Go, AWS, Google Cloud, Docker","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,C/C++,"Python, C/C++","(71750.0, 80000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Lead,javascript,"AWS, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,Golang,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Middle,JS,Docker,"(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Lead,C#,"Python, .NET, Azure, Kubernetes, Docker","(80000.0, 115000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,C,"Python, Javascript / Typescript, SQL, Docker","(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,German,51-100,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Lead,C/C++,C/C++,"(80000.0, 115000.0]","(5000.0, 15000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,Java,"Kotlin, Javascript / Typescript, Docker","(62000.0, 71750.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(2.0, 3.0]",Senior,Python,"Python, Squish","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,Java,"Javascript / Typescript, SQL","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(5.0, 9.0]","(5.0, 30.0]",Senior,Python,"Python, SQL, AWS, Kubernetes, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,German,101-1000,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,.net,"C/C++, .NET, Go, Docker","(71750.0, 80000.0]","(15000.0, 200000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,"Linux/UNIX, GIT, Virtualisation Platforms, *shell(s) scripts","Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker","(28799.999, 62000.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(5.0, 9.0]","(2.0, 3.0]",Senior,AWS,"Python, AWS, Kubernetes, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(2.0, 3.0]",Senior,Python,"Python, Java / Scala, SQL, AWS, Kubernetes, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,Java,"Java / Scala, Kubernetes, Docker","(62000.0, 71750.0]","(15000.0, 200000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Senior,php,"Python, PHP, Javascript / Typescript, SQL","(71750.0, 80000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,German,up to 10,No
Female,"(-0.001, 5.0]","(3.0, 5.0]",Senior,Python,"Python, Java / Scala, SQL, AWS","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Part-time employee,Unlimited contract,English,51-100,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,Java,"Javascript / Typescript, Java / Scala, SQL, Docker, Groovy","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,101-1000,No
Female,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,"Python, SQL","Python, SQL","(62000.0, 71750.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Senior,Swift,Swift,"(28799.999, 62000.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(3.0, 5.0]",Middle,Java,Pl/sql,"(28799.999, 62000.0]","(5000.0, 15000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,101-1000,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Lead,DWH,SQL,"(80000.0, 115000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Head,JavaScript,"Kubernetes, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(9.0, 12.0]","(-0.001, 2.0]",Middle,Python,"Python, SQL, AWS, Docker, Spark, Airflow","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,11-50,Yes
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,QA,Python,"(28799.999, 62000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,Swift,"Swift, Java / Scala","(80000.0, 115000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(2.0, 3.0]",Middle,Azure,"Python, SQL, Azure","(28799.999, 62000.0]","(5000.0, 15000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(5.0, 9.0]","(2.0, 3.0]",Senior,C++,"Python, C/C++, Java / Scala, AWS, Kubernetes, Docker","(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,iOS,"Kotlin, C/C++, Swift, Ruby","(62000.0, 71750.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(9.0, 12.0]","(2.0, 3.0]",Senior,js,"Java / Scala, Google Cloud, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Senior,Java,"Java / Scala, SQL, Go, Google Cloud, Kubernetes, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Senior,Php,PHP,"(28799.999, 62000.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,German,101-1000,No
Female,"(5.0, 9.0]","(3.0, 5.0]",Senior,Kotlin,"Kotlin, Java / Scala, AWS, Kubernetes, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,"VB, RPA, Python","Python, PHP, Javascript / Typescript, .NET, SQL, SAP / ABAP","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Senior,Go,"Java / Scala, Go, AWS, Google Cloud, Azure, Kubernetes, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(9.0, 12.0]","(2.0, 3.0]",Lead,Ruby,"Python, Javascript / Typescript, Ruby, SQL, AWS, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,51-100,No
Male,"(5.0, 9.0]","(2.0, 3.0]",Lead,Embedded,"Python, C/C++, Go","(71750.0, 80000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 9.0]","(2.0, 3.0]",Senior,JavaScript / TypeScript,"AWS, Docker","(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Senior,Javascript,"Javascript / Typescript, AWS, Azure, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(5.0, 9.0]","(2.0, 3.0]",Senior,Java,"Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Middle,python,"Python, Azure, Kubernetes","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,51-100,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,SAP / ABAP,"SQL, SAP / ABAP","(80000.0, 115000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Head,Python,"Python, SQL, SAP / ABAP, AWS","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Lead,Kubrrnetes,"R, AWS, Google Cloud, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,Swift,Javascript / Typescript,"(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,PHP,"Javascript / Typescript, SQL, Docker","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,up to 10,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Senior,Java,"PHP, Java / Scala, SQL, AWS, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Female,"(-0.001, 5.0]","(3.0, 5.0]",Middle,ABAP,"Python, SQL","(62000.0, 71750.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,up to 10,No
Female,"(-0.001, 5.0]","(3.0, 5.0]",Middle,PHP,"PHP, Javascript / Typescript, Java / Scala","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,101-1000,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,JavaScript,"PHP, Javascript / Typescript","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Lead,Spark,"Python, Docker","(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(-0.001, 5.0]","(-0.001, 2.0]",Junior,ABAP,"SQL, SAP / ABAP","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,51-100,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,Java,"Python, SQL, Kubernetes, Docker","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,Java,"Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Senior,Javascript,"Python, Javascript / Typescript, SQL, SAP / ABAP","(71750.0, 80000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(9.0, 12.0]","(2.0, 3.0]",Middle,"JS, WDIO","Javascript / Typescript, SQL, Docker","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Middle,Python,"SQL, AWS, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(5.0, 9.0]","(3.0, 5.0]",Middle,"Terraform, Kubernetes, AWS, GCP, Ansible, Puppet","Ruby, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Lead,TypeScript,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Elixir","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Head,PHP ,"AWS, Docker","(71750.0, 80000.0]","(15000.0, 200000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,German,up to 10,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Junior,Javascript,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Lead,Java,"Python, Kotlin, Javascript / Typescript, SQL, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,German,101-1000,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Middle,Python,"AWS, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Senior,swift,SQL,"(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(-0.001, 5.0]","(-0.001, 2.0]",Junior,React,"Python, AWS, Kubernetes, Docker, React","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Middle,.Net,".NET, SQL","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,German,51-100,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,Golang,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Senior,python,"Python, Javascript / Typescript, SQL, Google Cloud, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Middle,Python,"Python, SQL, Google Cloud, Docker","(28799.999, 62000.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(9.0, 12.0]","(3.0, 5.0]",Senior,Python,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Middle,Python,"Java / Scala, SQL, Kubernetes, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(2.0, 3.0]",Middle,Python,"SQL, AWS","(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,51-100,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Senior,Python,"Python, Java / Scala, SQL, Google Cloud","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(2.0, 3.0]",Senior,Go,"Google Cloud, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Senior,PHP,"PHP, Javascript / Typescript, AWS, Docker","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Middle,Java,"Javascript / Typescript, Java / Scala","(28799.999, 62000.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Lead,Go,"PHP, Java / Scala, Go, AWS, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(9.0, 12.0]","(3.0, 5.0]",Senior,Python,"C/C++, SQL, Docker","(71750.0, 80000.0]","(15000.0, 200000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(5.0, 9.0]","(-0.001, 2.0]",Senior,iOS,Swift,"(71750.0, 80000.0]","(5000.0, 15000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Female,"(5.0, 9.0]","(3.0, 5.0]",Senior,Python ,"SQL, Google Cloud, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Middle,C++,Python,"(62000.0, 71750.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(-0.001, 2.0]",Lead,C#,".NET, Kubernetes, Docker","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,51-100,No
Male,"(12.0, 30.0]","(3.0, 5.0]",Senior,Java,"Python, SQL, AWS, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Lead,python,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,Yes
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Junior,Java,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker","(28799.999, 62000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,German,up to 10,No
Male,"(-0.001, 5.0]","(2.0, 3.0]",Middle,Python,"Javascript / Typescript, Java / Scala, SQL","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,up to 10,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Lead,Python,"AWS, Google Cloud, Kubernetes, Docker","(71750.0, 80000.0]","(5000.0, 15000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(3.0, 5.0]",Head,Python,"R, SQL, AWS","(71750.0, 80000.0]","(15000.0, 200000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Senior,SAP ABAP,SAP / ABAP,"(71750.0, 80000.0]","(15000.0, 200000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,Russian,101-1000,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Senior,Swift,Swift,"(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(-0.001, 5.0]","(3.0, 5.0]",Middle,Python,"Java / Scala, SQL, AWS, Azure","(28799.999, 62000.0]","(15000.0, 200000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(-0.001, 5.0]","(3.0, 5.0]",Middle,R,"Python, SQL","(71750.0, 80000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Head,Typescript,"Python, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,up to 10,No
Male,"(-0.001, 5.0]","(3.0, 5.0]",Middle,R,"R, SQL, Google Cloud","(28799.999, 62000.0]","(-0.001, 5000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(-0.001, 5.0]","(-0.001, 2.0]",Senior,Java,"Java / Scala, Kubernetes, Docker","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Senior,Java,"Python, Kotlin, Go, Kubernetes","(62000.0, 71750.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(9.0, 12.0]","(5.0, 30.0]",Lead,Frontend,"C/C++, Javascript / Typescript, Go, AWS, Docker","(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(9.0, 12.0]","(3.0, 5.0]",Senior,SQL,Python,"(71750.0, 80000.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Male,"(9.0, 12.0]","(-0.001, 2.0]",Lead,Kubernetes,"Python, Go, AWS, Kubernetes, Docker","(80000.0, 115000.0]","(-0.001, 5000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(-0.001, 5.0]","(3.0, 5.0]",Senior,Python,Python,"(80000.0, 115000.0]","(15000.0, 200000.0]","(75000.0, 100000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(5.0, 9.0]","(3.0, 5.0]",Senior,C#,"Javascript / Typescript, .NET, SQL","(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,11-50,No
Male,"(5.0, 9.0]","(5.0, 30.0]",Senior,"Grails, Groovy","Java / Scala, SQL, AWS","(62000.0, 71750.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,English,101-1000,No
Female,"(9.0, 12.0]","(3.0, 5.0]",Lead,Java,"Python, Kotlin, .NET, SQL, Go, Docker","(62000.0, 71750.0]","(5000.0, 15000.0]","(27999.999, 57000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(12.0, 30.0]","(5.0, 30.0]",Middle,C++,Python,"(28799.999, 62000.0]","(-0.001, 5000.0]","(57000.0, 66000.0]",Full-time employee,Temporary contract,English,101-1000,No
Male,"(9.0, 12.0]","(3.0, 5.0]",Senior,PHP,"Python, Javascript / Typescript, Ruby, Java / Scala, AWS, Kubernetes, Docker","(71750.0, 80000.0]","(-0.001, 5000.0]","(66000.0, 75000.0]",Full-time employee,Unlimited contract,English,1000+,No
Male,"(9.0, 12.0]","(3.0, 5.0]",Senior,PHP,SQL,"(62000.0, 71750.0]","(5000.0, 15000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,German,1000+,No
Male,"(5.0, 9.0]","(5.0, 30.0]",Senior,Perl,"SQL, Go, AWS, Docker","(62000.0, 71750.0]","(15000.0, 200000.0]","(57000.0, 66000.0]",Full-time employee,Unlimited contract,German,1000+,No
